tmdb_id,name,biography,place_of_birth,birthday,deathday,gender,known_for_department,popularity,profile_img_url
1223480,Ahn Byeong-kyeong,,"Nonsan, South Chungcheong, South Korea",1947-11-14,,2.0,Acting,1.019,
1564794,Kan Mi-youn,"Kan Mi-youn is a South Korean model, solo singer and former leader of girl group Baby V.O.X.","Seoul, South Korea",1982-02-02,,1.0,Acting,2.858,https://image.tmdb.org/t/p/original/l23DIEDNq1Gk3GunqPcOyT8vhKE.jpg
234995,Kim Bo-sung,,"Gangneung, Gangwon, South Korea",1966-06-27,,2.0,Acting,3.794,https://image.tmdb.org/t/p/original/qDlluUEb6j5DxqGvFS9ytLgXn1Q.jpg
1654631,Song Young-gyu,,,1970-04-18,,2.0,Acting,2.26,https://image.tmdb.org/t/p/original/cLoLrM1RtrqZdpqOWaxaTkc01Yr.jpg
2210940,Lee Kyu-sung,,,1992-02-16,,2.0,Acting,2.374,https://image.tmdb.org/t/p/original/qN8smoxQcTcTE9cMWdXlkb2ftB8.jpg
3130500,Lee Rang,,,,,,Acting,1.892,https://image.tmdb.org/t/p/original/tWnnqJP7O9wTCUqpcex67C9pwlI.jpg
939144,Kim Hye-na,,,1980-10-25,,1.0,Acting,2.397,https://image.tmdb.org/t/p/original/jCQGC8EYp3eHgvFfLBMIsaXaIMA.jpg
129973,Park Choong-seon,Park Choong-seon is a South Korean film and television actor.,,1964-01-15,,2.0,Acting,4.211,https://image.tmdb.org/t/p/original/qUdSr6IvaedxFQy4FmjdJ4K8VJq.jpg
2084416,Yeom Hye-ran,Yeom Hye-ran is a Korean actress born in 1976.,"Yeosu, South Jeolla, South Korea",1976-10-30,,1.0,Acting,15.396,https://image.tmdb.org/t/p/original/fDQm04nSgvD0erv2xbYLu0RBD89.jpg
2273915,Hyun Bong-sik,"Bong-sik Hyun is an South Korean actor, known for Mouse (2021), SF8 (2020) and Hyena (2020).","Busan, South Korea",1984-10-20,,2.0,Acting,10.223,https://image.tmdb.org/t/p/original/6NS02ljZ2ssoFyxEM0Jp2SpWYC5.jpg
3417158,Song Ji-oh,,,1999-02-06,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/f5UD65hpd7Og860QrOXuakXJqDi.jpg
588209,Lee Hye-young,,"Seoul, South Korea",1962-11-25,,1.0,Acting,5.335,https://image.tmdb.org/t/p/original/9Xs3VVdQO7CM1ugs5dJL3cwC8TG.jpg
1940498,Park Yoon-jae,,,1981-01-14,,2.0,Acting,2.362,https://image.tmdb.org/t/p/original/1z07gv45Smba1wzOedhwDfVVEck.jpg
1698195,Park Ye-yeong,,,1989-08-22,,1.0,Acting,2.375,https://image.tmdb.org/t/p/original/5wLHOXTethpUoP8H9DAmPmmQzsI.jpg
16284,Jae Hee,," Seoul, South Korea",1980-05-25,,2.0,Acting,5.297,https://image.tmdb.org/t/p/original/dvOmzu4laeTIRbXJqZL8uxOop7q.jpg
1621688,Lee Seung-chul,,"Seoul, South Korea",1966-12-05,,2.0,Acting,1.109,https://image.tmdb.org/t/p/original/iulW3MnDJkJrmBBscA4JLeTvuAS.jpg
1823456,Park Na-Ye,,South Korea,1998-01-30,,1.0,Acting,3.686,https://image.tmdb.org/t/p/original/6sylrFk1HH4JT64Vntz9PLb5tAy.jpg
2037989,MJ,,"Suwon, Gyeonggi Province, South Korea",1994-03-05,,2.0,Acting,0.787,
1830800,Kim In-woo,,"Sendai, Miyagi, Japan",1969-02-20,,2.0,Acting,3.251,https://image.tmdb.org/t/p/original/zseVjncNOROGqZbJozlMTgFHeeI.jpg
2028477,Jung Min-ah,"Jung Min-ah (born March 3, 1994) is a South Korean actress. She began her career as a child actress, starring in television dramas such as Damo (2003), Fashion 70's (2005) and Time Between Dog and Wolf (2007).",South Korea,1994-03-03,,1.0,Acting,2.017,https://image.tmdb.org/t/p/original/nBtFc1hBCB9Zpr0Zco4kZjzOs2C.jpg
1747746,Woo Ji-hyeon,,"Busan, South Korea",1986-06-03,,2.0,Acting,1.915,https://image.tmdb.org/t/p/original/7Q5mTHP6VTHkvazJDh44TNtPk9a.jpg
1632813,Jei,Jei (Kim Jin-Hee) is a member of the korean girl group Fiestar,"Bucheon, South Korea",1989-09-05,,1.0,Acting,1.841,https://image.tmdb.org/t/p/original/5AofVXK75rwNhWa7usFRqi9guKB.jpg
1336800,Lee Jae-won,"Lee Jae Won is a South Korean actor, he made his acting debut in 2008 with the role of ""Yeong Jae"" in the movie ""Happy Together"". Taking roles in both films and television dramas, he starred in many remarkable dramas including: “The Master’s Sun” (2013), “Untouchable” (2017), “Kill It” (2019), and “Mr. Queen” (2020) with the role ""Hong Byul Gam"".","Daegu, South Korea",1986-06-21,,2.0,Acting,2.966,https://image.tmdb.org/t/p/original/6oBaF1eyZAnTYJtBj9xRUqPjXVK.jpg
939147,Yeon Sang-ho,"Yeon Sang-ho (born 1978) is a South Korean film director and screenwriter. He wrote and directed the animated films The King of Pigs (2011) and The Fake (2013), and the live-action film Train to Busan (2016).","Seoul, South Korea",1978-01-01,,2.0,Directing,5.738,https://image.tmdb.org/t/p/original/dLP1p4AkU1zwJkDboct58Uub9S7.jpg
87890,Nam Sang-mi,,"Yeongju, North Gyeongsang, South Korea",1984-05-03,,1.0,Acting,3.931,https://image.tmdb.org/t/p/original/yath31Jq5ajboNbMS200xFPirn1.jpg
1100787,Choi Song-hyun,,Seoul - South Korea,1982-04-11,,1.0,Acting,3.347,https://image.tmdb.org/t/p/original/2dVmA0GlSNQFMzl7avBnPDg2ruq.jpg
1894260,Ahn Hyung Sub,,,,,,Acting,0.6,
2144093,Yoon Bong Gil,,South Korea,1982-11-07,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/rOCeXTdnVomgoUMj7XLceFh5sxs.jpg
1893926,Kang Yoo-seok,"Kang Yoo Seok is a South Korean actor. He attended the Korea National University of Arts and made his acting debut in the 2018 OCN series ""God's Quiz : Reboot"". He played his first main role in the 2020 film ""The Interviewees"".",South Korea,1994-06-10,,2.0,Acting,6.328,https://image.tmdb.org/t/p/original/gIuAOI5uORQyk2KV6AeDfULZq7P.jpg
3644029,Woo Jung-won,,,1983-08-27,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/7nAMYP9AoxMXbvggCqMart1Pbt2.jpg
2581312,Lee Kyung-sim,,,1972-09-19,,1.0,Acting,1.701,
1622171,Gong Hyun-joo,,"Seoul, South Korea",1984-01-07,,1.0,Acting,2.702,https://image.tmdb.org/t/p/original/9xl9q7XRwoBoHiAwYoUkJbT6ITI.jpg
1307506,Seungri,,"Gwangju, South Korea",1990-12-12,,2.0,Acting,1.465,https://image.tmdb.org/t/p/original/jqqjKJkFyj5u9BECr29iwbyChGw.jpg
74421,Song Hye-kyo,"Song Hye-kyo (born November 22, 1981) is a South Korean actress. She gained popularity through her leading roles in television dramas Autumn in My Heart (2000), All In (2003), Full House (2004), That Winter, the Wind Blows (2013) and Descendants of the Sun (2016) which achieved pan-Asia success. The success of Song's television dramas internationally established her as a top Hallyu star. She has also starred in films Hwang Jin Yi (2007), The Grandmaster (2013), My Brilliant Life (2014) and The Queens (2015).

In 2017, she ranked 7th in Forbes magazine's Korea Power Celebrity list. The success of Song's television dramas internationally established her as a top Hallyu star.","Daegu, South Korea",1982-02-26,,1.0,Acting,14.733,https://image.tmdb.org/t/p/original/tlAX3f82Mf5h0rznpVBVK7nD2om.jpg
109307,Choi Kang-hee,,"Seoul, South Korea",1977-05-05,,1.0,Acting,5.836,https://image.tmdb.org/t/p/original/91cXZSvK500eL8vbtuQSxhadKOK.jpg
3531340,Gong Da-im,,,,,,Acting,0.6,
118694,Jin Tae-hyeon,,"Seoul, South Korea",1981-02-15,,2.0,Acting,1.933,https://image.tmdb.org/t/p/original/mPyCWb7unV4SXEO24r7L00Jf1Wh.jpg
1349366,Kim Jeong-hyeon,,"Seoul, Korea",1976-06-28,,2.0,Acting,4.673,https://image.tmdb.org/t/p/original/ztsvxMaSc10UsfvDdbRtxaKgWt8.jpg
3496495,Kang Hyo-seung,,"Seoul, South Korea",1994-12-08,,2.0,Acting,0.6,
2307878,Kim Min-chul,"Kim Min Chul is a South Korean actor under Blossom Entertainment. He was born on September 7, 2000, and made his acting debut in 2018. Since then, he has appeared in both film and television dramas, including “Melting Me Softly” (2019) and “Single & Ready to Mingle” (2020).",,2000-09-07,,2.0,Acting,2.309,https://image.tmdb.org/t/p/original/2UbbmG8iMAOliR0AstXIwrleFkw.jpg
2145620,Chris Jo,,,,,,Acting,0.6,
1337780,Byun Yo-han,,"Incheon, South Korea",1986-04-29,,2.0,Acting,5.07,https://image.tmdb.org/t/p/original/wIJ6OQBPeGcCon4KANnLiXBzkwP.jpg
127798,Choi Min-soo,,"Seoul, South Korea",1962-05-01,,2.0,Acting,7.397,https://image.tmdb.org/t/p/original/h5doJkz6YohTjcaFDVBaPdMvxDt.jpg
2094413,Kim Ki-Moo,,"Seoul, South Korea",1978-05-18,,2.0,Acting,1.357,https://image.tmdb.org/t/p/original/tD6G91k82Z7hY1GD1kWN5Ww5Zcg.jpg
548070,Sunwoo Eun-sook,,,1959-12-24,,1.0,Acting,3.015,https://image.tmdb.org/t/p/original/rhIbvDNXOf6uWy6Pwk6D7jdUpNK.jpg
1500914,Mark Tuan,"Mark Tuan, born Tuan Yi Eun, is a Thai/American singer/rapper based in South Korea. He is best known for being a member of the South Korean boy band Got7.","Los Angeles, California, USA",1993-09-04,,2.0,Acting,2.685,https://image.tmdb.org/t/p/original/49DoXfYuWJ5b0E4yNTXH3lw23pA.jpg
1338805,Jung Joo-yeon,,,1989-03-13,,,Acting,1.22,
1511024,Son Sook,,"Miryang, South Gyeongsang, South Korea",1944-05-13,,1.0,Acting,5.37,https://image.tmdb.org/t/p/original/xkIbNsqmiYc79IQ0q3oXLNTtDrv.jpg
1910989,Lee Jae-Woo,,"Daegu, South Korea",1981-06-10,,2.0,Acting,3.509,https://image.tmdb.org/t/p/original/yDq0g7FVFySIEyXJ5mTPxBxdsPR.jpg
1209179,Han Hye-suk,,"Busan, South Korea",1951-08-20,,1.0,Acting,1.576,
1565392,Kang Tae-oh,Kang Tae-oh is a South Korean actor and singer. He is a member of 5urprise.,"Incheon, South Korea",1994-06-20,,2.0,Acting,27.01,https://image.tmdb.org/t/p/original/aMenmaLlcK6YMZnN7NBvvaVuq4O.jpg
1542545,Park Min-ji,,,1989-07-22,,1.0,Acting,4.956,https://image.tmdb.org/t/p/original/mf4egNOcBl3ov9RvgR147aoKUKf.jpg
1450900,Yoon Hyun-min,,,1985-04-15,,2.0,Acting,7.754,https://image.tmdb.org/t/p/original/mH5JOQWFy5XyR0AX61Pqz8dfGVl.jpg
232034,Kim Young-ho,,"Chungju, North Chungcheong, South Korea",1967-05-24,,2.0,Acting,4.647,https://image.tmdb.org/t/p/original/w7yMlzsuHZAfVf3ajvzlCGsFoca.jpg
2862294,Jung Eui-jae,,,1990-09-05,,2.0,Acting,2.009,https://image.tmdb.org/t/p/original/1nw260R1Rog0dJ2wonhRR4VzgB2.jpg
127273,Kim Hyo-jin,,"Seoul, South Korea",1984-02-10,,1.0,Acting,6.764,https://image.tmdb.org/t/p/original/xQ29rtYMQmvZaGJxHkwhz0mzICv.jpg
2145271,Park Seon-ho,,South Korea,,,2.0,Directing,0.629,
1257587,Roh Jeong-eui,"Noh Jung Ui is a South Korean actress. She was born July 31, 2001 and made her acting debut in 2011. She has appeared in several films and numerous television dramas since her debut including, “Dream High 2” (2012), “Angel Eyes” (2014), and “Kill It” (2019).","Gyeonggi, South Korea",2001-07-31,,1.0,Acting,5.055,https://image.tmdb.org/t/p/original/1hUPmg1S5kouOcWY293eCRNZruM.jpg
3251880,Jang Do-yoon,,,1995-08-06,,2.0,Acting,0.766,https://image.tmdb.org/t/p/original/pUXAElxdb6BmYm5fN73dfzIMh6l.jpg
1591491,Ahn Bo-hyun,"Ahn Bo-Hyun (born May 16, 1988) is a South Korean actor. He debuted as a model.","Busan, South Korea",1988-05-16,,2.0,Acting,10.354,https://image.tmdb.org/t/p/original/uYIhMUSyhLkSZIFpPKEjDh6IRXm.jpg
1495746,Yoon Ji-won,,,1994-10-07,,1.0,Acting,4.406,https://image.tmdb.org/t/p/original/tjVwuQ299dBa42NpAfmuw7DLoS5.jpg
1924147,Yang Hong-seok,Yang Hong-seok is a South Korean singer and actor. He is a member of South Korean boy band Pentagon.,"Seongnam, Gyeonggi, South Korea",1994-04-17,,2.0,Acting,6.257,https://image.tmdb.org/t/p/original/61tP1jXUBPRoQMJTK0d4f7MMXsX.jpg
1252017,Jung So-min,"Jung So Min is a South Korean actress. She made a splash with her acting debut in the 2010 television drama “Bad Guy”. The recognition led to her next role in the popular drama “Playful Kiss”, an adaptation of the manga “Itazura na Kiss” opposite Kim Hyun Joong.

She wrapped up 2018 with her first radio show ""Jung So Min's Young Street"" on SBS Power FM achieving her dream to become a radio DJ someday.","Busan, South Korea",1989-03-16,,1.0,Acting,10.132,https://image.tmdb.org/t/p/original/t6uw4DyZ82Tvw9fXVeYznjxk5Rj.jpg
84784,Park Yong-ha,,,1977-08-12,2010-06-30,2.0,Acting,2.383,https://image.tmdb.org/t/p/original/ndywBXjp0K59jXglLeIpaXaZCCu.jpg
2260416,Jin So-yeon,Korean actress.,South Korea,1991-06-02,,1.0,Acting,2.353,https://image.tmdb.org/t/p/original/gUV9qEpklPgSkS6kpc9S29aanOL.jpg
1722960,Jo Hyun-tak,,,,,2.0,Directing,2.293,https://image.tmdb.org/t/p/original/dyeNlVJGKxjHFfOPPBROe8xy1Bt.jpg
545757,Park Sun-young,"Park Sun-young (born August 21, 1976) is a South Korean actress. She is best known for her roles in the film Show Show Show (2003), and the television series Truth (also known as Honesty, 2000), Oh Feel Young (2004), 18 vs. 29 (2005), Goodbye to Sadness (also known as Farewell to Sorrow, 2005), The 101st Proposal (2006), My Too Perfect Sons (2009), and Crazy Love (2013)","Muju, North Jeolla, South Korea",1976-08-21,,1.0,Acting,4.311,https://image.tmdb.org/t/p/original/zg1h7xaY4tUoSa9gNmq4VH08bgX.jpg
3757080,Ko Ho Jung,,,,,,Acting,0.6,
1585950,Kim Yeong-Ran,,"Seoul, South Korea",1956-08-19,,1.0,Acting,0.634,https://image.tmdb.org/t/p/original/uGIwOasn3O3SqbFa9372ADIAyNo.jpg
2476362,Kim Jae-Yong,Member of the K-pop boy group HALO.,,1994-02-13,,2.0,Acting,4.275,https://image.tmdb.org/t/p/original/2KYTsgrM1tQ2eIzvgXBD7mWoMS4.jpg
1796288,Kwon Yong-woon,,,,,,Acting,2.691,https://image.tmdb.org/t/p/original/lk5mBZus57o6Lg5v9O4O0k5F6uJ.jpg
1077275,Lee Hyeong-cheol,,,1971-02-19,,2.0,Acting,1.078,https://image.tmdb.org/t/p/original/rxGLdjDdM3jcmj3RA2qQC5mpWc5.jpg
1094648,Bae Jong-ok,,"Seoul, South Korea",1964-05-13,,1.0,Acting,5.992,https://image.tmdb.org/t/p/original/ia5XNYoaJ8WgZZgjr999XdIgY2K.jpg
2252328,Lee Ho-chul,,,1985-12-11,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/2PGPILdi22UagXQVEhzEZWTwqze.jpg
1627725,Moon Hee-joon,,"Seoul, South Korea",1978-03-14,,2.0,Acting,1.066,https://image.tmdb.org/t/p/original/wfi1K3lTtmRwhzxElxNvsdgglbR.jpg
1257639,Jung Gyu-woon,,"Seoul, South Korea",1982-06-28,,2.0,Acting,5.98,https://image.tmdb.org/t/p/original/zgg2Xy4fGrBdRUefAN7eNVvcxON.jpg
1454807,Choi Ye Seul,,Seoul - South Korea,1994-01-04,,,Acting,0.652,
1249684,Takako Uehara,,,1983-01-14,,1.0,Acting,2.773,https://image.tmdb.org/t/p/original/N8XGnUQfXPyRDDcqXewAOBQy55.jpg
2260701,Kim Ga-ram,,,,,,Directing,1.745,
2939002,Choi Yeon Cheong,,,,,1.0,Acting,2.203,https://image.tmdb.org/t/p/original/8tUODbqoAVeU1DSJKRlTQCMJ2M7.jpg
1251348,Seo Jun-yeong,,"Yeongcheon, North Gyeonsang, South Korea",1987-04-24,,2.0,Acting,3.412,https://image.tmdb.org/t/p/original/1rA4JfIUKXoih1OXIkhOmj48TYV.jpg
3757077,Kim Seong Hyuk,,,,,,Acting,0.6,
1693250,Kwak Jung-hwan,,,,,2.0,Directing,1.592,
1547165,Seo In-young,,"Seoul, South Korea",1984-09-03,,1.0,Acting,1.874,https://image.tmdb.org/t/p/original/eP2GktrinmhAAmppJ4vz4kIh1Wo.jpg
3376734,Shin Hye-ji,,South Korea,2004-11-16,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/9veE7CH2hMJRD87Pr61m9urI5NV.jpg
1246906,Lee Jeong-kil,,"Hwanghae, South Korea",1944-10-01,,2.0,Acting,2.873,https://image.tmdb.org/t/p/original/hhwmyHq1c1LEK61Mwkk3AnZKITT.jpg
1764480,Kim Heung Ki,,South Korea,1946-07-28,2009-03-06,2.0,Acting,1.424,
1090732,Won Ki-jun,,,1974-02-12,,2.0,Acting,1.498,https://image.tmdb.org/t/p/original/zUxlWM3N3x9wzNhY3Cc0uHtM2PB.jpg
2278963,Lee Chul Min,,,,,,Acting,0.6,
2663924,Yang Hye-Jin,,,,,,Acting,2.286,https://image.tmdb.org/t/p/original/x4fzcTh48huUwwXp8kuH69rOUJd.jpg
2449721,Jo Ki-sung,,,1991-05-31,,2.0,Acting,1.276,
2463120,Ko Se-Won,,,,,,Acting,0.84,
496937,Kim Young-ae,"Kim Young-ae began her acting career when she joined MBC's 3rd Open Recruitment in 1971. She made her acting debut in the TV police procedural Chief Inspector and subsequently built a prolific career in film and television.

After she made her film debut in 1973's Long Live the Island Frogs, Kim became most active on the big screen in the 1970s and early 1980s, appearing in films such as Wang Sib Ri, My Hometown (also known as Wangsimni or A Bygone Romance, 1976), Suddenly at Midnight (1981), and Diary of King Yeonsan (1987).

As she grew older, Kim transitioned to more television work. Among her notable television dramas are Queen Min (1973), Ilchul (or Sunrise, 1989), Magpie-in-law (1991), The Brothers' River (1996), Waves (1999), Go, Mom, Go! (2003), Hwang Jini (2006), Royal Family (2011), and Moon Embracing the Sun (2012).

In 2009, she drew praise for her portrayal of a terminally ill yet headstrong mother who has a love-hate relationship with her daughter in the dramedy film Aeja (internationally known as Goodbye Mom).Another notable role was as a Busan restaurant owner whose son is arrested and tortured during the 1980s in The Attorney (2013). Kim later won Best Supporting Actress at the Grand Bell Awards and the Blue Dragon Film Awards for her performances.","Yeongdo District, Pusan, South Korea",1951-04-21,2017-04-09,1.0,Acting,2.872,https://image.tmdb.org/t/p/original/hxXVhuYkjneV4UCGazlYgNz5OU3.jpg
1463872,Park Joon-hwa,,,,,2.0,Directing,2.807,https://image.tmdb.org/t/p/original/hNlyNDpv7MaqyQAl55eM1NclyPV.jpg
232599,Kim Hyun-joo,,"Goyang, Gyeonggi, South Korea",1977-04-24,,1.0,Acting,7.14,https://image.tmdb.org/t/p/original/x4ppsZ5SZiJ75dUnYDcdWBUCVAg.jpg
1510020,Nam Da-reum,"Nam Da-reum (born June 13, 2002) is a South Korean actor. He began his career as a child actor, having played young versions of the leading characters in several popular Korean dramas, and best known for his lead role in Beautiful World (2019).","Suwon, Gyeonggi, South Korea",2002-06-13,,2.0,Acting,8.613,https://image.tmdb.org/t/p/original/tDhdl9kRi4i4hMAwqqqJjMOSsLA.jpg
2071281,Lee Do-Gyeom,,,1990-01-19,,2.0,Acting,3.65,https://image.tmdb.org/t/p/original/nlsrh4Ok7TS8bXzV61R2hq8ysdX.jpg
3581704,Song Han-hee,,,,,,Acting,0.6,
1746548,Na Hae-ryung,"Member of K-pop group ""BESTie""","Seoul, South Korea",1994-11-11,,1.0,Acting,2.449,https://image.tmdb.org/t/p/original/nzsy63ftxqiBKuV3wGdL0z4LmLU.jpg
2053219,Kim Da-mi,"From Wikipedia, the free encyclopedia.

Kim Da-mi (born April 9, 1995) is a South Korean actress. She is best known for playing the titular role in action-mystery film The Witch: Part 1. The Subversion (2018). She is also known for her role in the television series Itaewon Class (2020).

Kim Da-mi made her acting debut through the independent film 2017 Project With The Same Name, an omnibus feature film produced annually, playing the role of a woman who was recently involved in a breakup in the episode ""Hello, My Hard Work"".

In 2018, Kim Da-mi played the role of a high school student in mystery thriller film Marionette. The same year, she played the lead role of Koo Ja-yoon in the action-mystery film The Witch: Part 1. The Subversion, directed by Park Hoon-jung, where she was chosen from among 1,500 candidates who auditioned for the role. She received universal acclaim for her strong performance in a challenging role that included intense fighting scenes, and winning a large number of newcomer awards. Thanks to the success and popularity of The Witch: Part 1. The Subversion, a sequel is scheduled to be produced.

In 2020, Kim Da-mi made her television debut in the cable series Itaewon Class, based on the webtoon of the same title.  Kim Da-mi won the Baeksang Arts Award for Best New Actress (TV) for her performance.","Seoul, South Korea",1995-04-09,,1.0,Acting,8.848,https://image.tmdb.org/t/p/original/tpb0eZLDvIaBVNLXFpxXAdPxooo.jpg
1101359,Lee Jae-yoon,,,1984-12-15,,2.0,Acting,7.467,https://image.tmdb.org/t/p/original/pyT8z45N8cme3YaDaZnmIKgyrk4.jpg
1376928,Jo Kwon,,"Suwon, Gyeonggi, South Korea",1989-08-28,,2.0,Acting,2.126,https://image.tmdb.org/t/p/original/3Xpetsu960rS8M31whr6NiUy3TM.jpg
3389082,Lim Jae-hyeok,,,1994-05-06,,2.0,Acting,1.926,https://image.tmdb.org/t/p/original/bMYeWZ9PvomlMR2ET6sVVihGyGa.jpg
232018,Shim Hyung-tak,,"Seoul, South Korea",1977-12-04,,2.0,Acting,6.475,https://image.tmdb.org/t/p/original/re9l43Jfh3G93LurFixQTTZe7Va.jpg
1249395,Kim Kyu-chul,,"Yangju, South Korea",1960-04-06,,2.0,Acting,2.322,https://image.tmdb.org/t/p/original/lII0N4qfA2fCHlfy14WD28VGjp.jpg
1137334,Jang Ki-bum,,,1990-05-22,,2.0,Acting,2.113,https://image.tmdb.org/t/p/original/pjAWJyqFg84u45tfspMSsLk2YkG.jpg
3339727,Shin So-hyun,,"Seoul, South Korea",2003-09-30,,1.0,Acting,0.6,
2643561,Yoon Ah-jung,,,,,1.0,Acting,0.6,
1628231,Lee Ki-chan,,"Seoul, South Korea",1979-01-10,,2.0,Acting,4.349,https://image.tmdb.org/t/p/original/sCzFez2rMNNPV0RIlqHcTyXrSoM.jpg
2074114,Yoo Young-jae,Youngjae is a vocalist in South Korean boy group B.A.P.,"Seoul, South Korea",1994-01-24,,2.0,Acting,6.557,https://image.tmdb.org/t/p/original/zGgw9Fzxw3yVA0DftsXTypUwJ2v.jpg
1678534,Ji Eun-sung,,,1991-08-03,,2.0,Acting,1.582,https://image.tmdb.org/t/p/original/nVKvieoX7FbTjHIsCqHPnMJHdBI.jpg
3099025,Kim Ju-yeon,,,1993-05-11,,1.0,Acting,1.829,https://image.tmdb.org/t/p/original/f5jLt6U6QTpT7t0zpxzDpDUkADX.jpg
1578882,An Woo-yeon,,,1991-01-07,,2.0,Acting,3.409,https://image.tmdb.org/t/p/original/jq98Uiwzu5PXQDyG759KoaLtyZe.jpg
1547199,Hong Jin-young,,South Korea,1985-08-09,,1.0,Acting,4.392,https://image.tmdb.org/t/p/original/bKZhajn2dQ4xZj6vz2lXQoJNXe1.jpg
2312406,Son Woo-hyeon,"Son Woo Hyeon is a South Korean actor. He first made a name for himself when he appeared in the drama series “Miss Ripley” in 2011, following up with a role in “Myung Wol the Spy” (2012). After a brief hiatus, he returned in 2016 with the series “Blow Breeze” and his movie debut with “Fork Lane” (2017). More recently, he appeared in the dramas “Tale of the Nine-Tailed” and “To My Star” (both 2020).","Seo-gu, Daejeon, South Korea",1989-11-30,,2.0,Acting,5.329,https://image.tmdb.org/t/p/original/byioyBuqDFxaDmjYLOSZQmr6xSO.jpg
2471312,Yoon Jong-hwa,,,1979-10-22,,2.0,Acting,3.189,https://image.tmdb.org/t/p/original/wzFF4B4ZLx3wZh55lgZqHQKbtLA.jpg
3031137,Seo Woo-jin,"Seo Woo-jin is a South Korean child actor and model. He is known for his roles in dramas such as The Light in Your Eyes, VIP and Love with Flaws. He is best known for his role in the hit drama Hi Bye, Mama! as the daughter, Cho Seo-woo. (Wikipedia)",,2015-07-23,,2.0,Acting,6.58,https://image.tmdb.org/t/p/original/jIK5wFy7u2Yg6PZiZWpQ7rlj3BM.jpg
1707626,Im Yoon-Jeong,,,,,,Acting,4.232,
3457656,Kim Won-gi,,,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/ejBofczt4ZQKNWW77CAN9zES80G.jpg
4259,Kim Young-min,,"Seoul, South Korea",1971-11-05,,2.0,Acting,3.431,https://image.tmdb.org/t/p/original/xXbY65ATWU0VGd59Ry16o3mnxps.jpg
1892013,Lee Ye-Hyun,,,,,,Acting,1.734,https://image.tmdb.org/t/p/original/gEGKGonBW6YK0Fqo3WGYz3OkIUO.jpg
42795,Lee Jong-won,,,1969-09-25,,2.0,Acting,4.94,https://image.tmdb.org/t/p/original/vKKX5B9tnYD68NBsWvbhwROtEDi.jpg
2946951,lee a ra,,,,,,Acting,1.048,https://image.tmdb.org/t/p/original/rXaNhg71DgyDyzIEpHDpaiDPEcv.jpg
3496731,Ryu Ji-eun,,,1996-02-18,,1.0,Acting,0.6,
1989290,Jin Sun-kyu,"Jin Sun-kyu is a South Korean actor. Born on September 13, 1977, he made his acting debut in a minor role in the 2008 film “The Good, The Bad, The Weird.” He has since appeared in supporting roles in many popular films and television dramas, including the recent “Six Flying Dragons” (2015-2016), “Marriage Contract” (2016) and “Live Up to Your Name” (2017). His role in the 2017 film “The Outlaws” garnered the Best Supporting Actor award at the 38th Blue Dragon Film Awards.","Jinhae, South Gyeongsang, South Korea",1977-09-13,,2.0,Acting,5.936,https://image.tmdb.org/t/p/original/m9kX4DzTOz5kFOVPzfYooPTArRY.jpg
1384538,Kwon Soo-hyun,,,1986-08-18,,2.0,Acting,6.116,https://image.tmdb.org/t/p/original/wUsGY5Kf2O9prQbPSk0OqoTkKP1.jpg
1234606,Suh Min-jung,,"Seongnam, Gyeonggi, South Korea",1979-07-11,,1.0,Acting,1.243,https://image.tmdb.org/t/p/original/gFgkcF8Fct1ssEaYHvABdY1xqrM.jpg
1220730,Jeong Da-bin,"Jeong Da-bin (March 4, 1980 - February 10, 2007) was a South Korean actress.","Seongnam, Gyeonggi, South Korea",1980-03-04,2007-02-10,1.0,Acting,5.057,https://image.tmdb.org/t/p/original/25nBtCpb54kHRzAgpxbDRPkgf1U.jpg
1875829,Kim Na-yun,,"Seoul, South Korea",1998-07-31,,1.0,Acting,2.087,https://image.tmdb.org/t/p/original/xO8RxM8fZY8pfF3rFRz39zCDMPE.jpg
548063,Lee Yong-Woo,,,1981-04-17,,,Acting,1.891,
1420406,Han Tae-Il,,South Korea,1941-10-16,,2.0,Acting,0.656,
3199719,Nam Jung-woo,,,1982-01-06,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/cmkeSVooCbGYKBGG3HuhEQXUlzd.jpg
3723412,Choi Ki Seob,,,1979-10-11,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/nRsrqXZ2d5e5yLqZuK9r0G3wS4a.jpg
